"feature.name","database.ID","database","database.version"
"indoleacetylglutamine",176458,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-vinylphenol sulfate",82931,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-ethylphenylsulfate",82932,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"thymol sulfate",82911,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"pyrraline",604731,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-oleoyl-GPI (18:1)",78762,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"desmethylnaproxen sulfate",133458,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"sucralose",32159,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"o-cresol sulfate",133090,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gamma-glutamylalanine",50621,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-stearoyl-2-oleoyl-GPE (18:0/18:1)",75038,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"chiro-inositol",23098,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-allylphenol sulfate",133096,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)",73008,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"succinylcarnitine (C4-DC)",73034,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-methylproline",90344,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"beta-cryptoxanthin",10362,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5alpha-androstan-3beta,17beta-diol disulfate",133114,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5alpha-pregnan-3beta,20alpha-diol disulfate",133118,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"21-hydroxypregnenolone disulfate",133695,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5alpha-androstan-3alpha,17beta-diol disulfate",133100,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",133110,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5alpha-androstan-3beta,17alpha-diol disulfate",133111,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-hydroxycoumarin",40070,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-hydroxyglutarate",132941,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gamma-CEHC",89379,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetyl-beta-alanine",16682,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"sphingomyelin (d18:1/18:1, d18:2/18:0)",85593,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"palmitoyl sphingomyelin (d18:1/16:0)",78646,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-hydroxyhippurate",133607,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"16a-hydroxy DHEA 3-sulfate",87538,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"17alpha-hydroxypregnenolone 3-sulfate",133742,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"pregnenolone sulfate",35420,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"betonicine",85533,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"ergothioneine",4828,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"indole-3-carboxylate",62448,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-cholesten-3-one",16175,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"cis-4-decenoylcarnitine (C10:1)",73048,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"phenylalanylphenylalanine",72723,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"S-carboxymethyl-L-cysteine",16163,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"metformin",6801,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2,3-dihydroxyisovalerate",11424,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"isoursodeoxycholate",78602,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"oxypurinol",28315,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hydantoin-5-propionate",133476,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-hydroxy-2-oxoglutaric acid",30923,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"L-urobilin",29023,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hydroxycotinine",71182,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"omeprazole",7772,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"atenolol",2904,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"diphenhydramine",4636,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hydrochlorothiazide",5778,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"ranitidine",8776,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"S-methylcysteine",45658,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"androsterone glucuronide",28832,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"solanidine",28374,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"sertraline",9123,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gabapentin",42797,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"venlafaxine",9943,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"ethyl glucuronide",87248,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glycyrrhetinate",17573,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glycoursodeoxycholate",132030,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"16-hydroxypalmitate",55329,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"quinine",15854,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"doxycycline",50845,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-oxindole-3-acetate",188445,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-oleoyltaurine",146206,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"isoleucylalanine",74062,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"isoleucylglycine",74066,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"phenylalanylleucine",91150,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"tryptophylleucine",74871,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"valylleucine",75013,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-stearoyltaurine",132479,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"beta-citrylglutamate",76942,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"trimethylamine N-oxide",15724,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"dihydroferulate",133751,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"paroxetine",7936,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"pregnanediol-3-glucuronide",88765,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"alliin",2596,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"threonylalanine",74824,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"phenylalanylmethionine",74719,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"phenylalanyltryptophan",74751,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"valylglycine",73699,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"methionylalanine",73610,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"prolylalanine",74753,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"prolylglycine",61695,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-palmitoylglycine",39540,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"succinimide",9307,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"norfluoxetine",180876,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"lanthionine",25013,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"(R)-3-hydroxybutyrylcarnitine",84842,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"diltiazem",101278,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylcarnosine",67249,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-methyltaurine",176462,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glycohyocholate",133177,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"retinal",15035,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-hydroxydecanoate",133174,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-hydroxyibuprofen",133197,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"carboxyibuprofen",133199,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"O-desmethylvenlafaxine",83527,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"warfarin",10033,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hydroxypioglitazone (M-IV)",82937,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3b-hydroxy-5-cholenoic acid",89234,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"guaiacol sulfate",133460,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-aminooctanoate",142420,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"indolin-2-one",31697,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-aminophenol sulfate",133186,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"6-oxopiperidine-2-carboxylate",133178,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"S-allylcysteine",74077,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-delta-acetylornithine",133180,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"acisoga",133185,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-aminoheptanoate",133223,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-methoxytyramine sulfate",133708,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"methionine sulfone",132188,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylalliin",133430,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"O-sulfo-L-tyrosine",46215,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"ferulic acid 4-sulfate",133508,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"etiocholanolone glucuronide",133504,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetyltaurine",84415,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"9-hydroxystearate",136286,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",133110,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-formylphenylalanine",133534,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-hydroxychlorothalonil",133542,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"isoeugenol sulfate",133594,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"tyramine O-sulfate",133530,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-hydroxypyridine sulfate",133559,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"methyl-4-hydroxybenzoate sulfate",133532,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-vinylguaiacol sulfate",133544,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"vanillactate",88526,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"eugenol sulfate",133570,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-methoxyresorcinol sulfate",133548,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-acetamidophenol sulfate",133562,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"acesulfame",83501,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"valsartan",9927,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"6-hydroxyindole sulfate",133568,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"propyl 4-hydroxybenzoate sulfate",133706,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"umbelliferone sulfate",133565,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"dopamine 4-sulfate",34729,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"dopamine 3-O-sulfate",37946,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-hydroxyhexanoate",20070,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1,2,3-benzenetriol sulfate (1)",133587,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1,2,3-benzenetriol sulfate (2)",133587,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylkynurenine (2)",133592,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"C-glycosyltryptophan",165856,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"tramadol",9648,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"alpha-hydroxymetoprolol",165230,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"suberoylcarnitine (C8-DC)",73052,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"linoleoyl ethanolamide",64032,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)",74963,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)",84829,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1)",86241,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4)",84828,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)",78340,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-palmitoyl-2-stearoyl-GPC (16:0/18:0)",73000,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"pregabalin",64356,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"amoxicillin",2676,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)",78268,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"cetirizine",3561,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"thioproline",64564,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"palmitoylcholine",133677,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"mycophenolic acid",168396,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glycocholate glucuronide (1)",133682,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glycochenodeoxycholate glucuronide (1)",133684,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"catechol glucuronide",133689,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"sulfamethoxazole",9332,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"oleoylcholine",133693,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"arachidonoylcholine",133694,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"caffeic acid sulfate",133740,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"lamotrigine",6367,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hexadecadienoate (16:2n6)",78096,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2'-O-methylcytidine",19228,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2'-O-methyluridine",19227,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-palmitoylserine",165558,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"dexlansoprazole",135931,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"levetiracetam",6437,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"fluconazole",46081,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-butenoylglycine",165848,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-formylindole",28238,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-amino-2-piperidone",76341,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N,N-dimethylalanine",77042,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-hydroxysebacate",89312,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-naphthol sulfate",167215,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"cholic acid glucuronide",137056,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"lithocholate sulfate (1)",133940,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"undecenoylcarnitine (C11:1)",132135,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-chlorobenzoic acid",30747,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-hydroxyoctanoylcarnitine (1)",84100,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
