Sample Name	Protocol REF	Parameter Value[Post Extraction]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[PEA Instrument]	Parameter Value[Panel size]	Parameter Value[Panel amount]	Protocol REF	Parameter Value[real-time PCR machine]	Raw Spectral Data File	Protocol REF	Feature Annotation File
1541442	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1541442	Labelling samples	labeled_1541442	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1543273	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1543273	Labelling samples	labeled_1543273	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1547734	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1547734	Labelling samples	labeled_1547734	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1549888	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1549888	Labelling samples	labeled_1549888	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1550067	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1550067	Labelling samples	labeled_1550067	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1552328	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1552328	Labelling samples	labeled_1552328	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1552698	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1552698	Labelling samples	labeled_1552698	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1574520	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1574520	Labelling samples	labeled_1574520	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1584890	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1584890	Labelling samples	labeled_1584890	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1620794	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1620794	Labelling samples	labeled_1620794	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1628142	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1628142	Labelling samples	labeled_1628142	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1661486	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1661486	Labelling samples	labeled_1661486	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1673643	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1673643	Labelling samples	labeled_1673643	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1673724	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1673724	Labelling samples	labeled_1673724	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1701400	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1701400	Labelling samples	labeled_1701400	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1737230	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1737230	Labelling samples	labeled_1737230	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1738614	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1738614	Labelling samples	labeled_1738614	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1774716	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1774716	Labelling samples	labeled_1774716	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1779703	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1779703	Labelling samples	labeled_1779703	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1782796	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1782796	Labelling samples	labeled_1782796	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1783121	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1783121	Labelling samples	labeled_1783121	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1789632	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1789632	Labelling samples	labeled_1789632	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1794557	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1794557	Labelling samples	labeled_1794557	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1796668	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1796668	Labelling samples	labeled_1796668	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1824736	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1824736	Labelling samples	labeled_1824736	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1825216	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1825216	Labelling samples	labeled_1825216	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1826852	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1826852	Labelling samples	labeled_1826852	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1849109	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1849109	Labelling samples	labeled_1849109	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1851524	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1851524	Labelling samples	labeled_1851524	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1864232	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1864232	Labelling samples	labeled_1864232	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1865403	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1865403	Labelling samples	labeled_1865403	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1866490	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1866490	Labelling samples	labeled_1866490	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1873627	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1873627	Labelling samples	labeled_1873627	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1874590	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1874590	Labelling samples	labeled_1874590	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1881570	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1881570	Labelling samples	labeled_1881570	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1891966	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1891966	Labelling samples	labeled_1891966	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1893068	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1893068	Labelling samples	labeled_1893068	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1898332	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1898332	Labelling samples	labeled_1898332	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1902574	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1902574	Labelling samples	labeled_1902574	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1916238	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1916238	Labelling samples	labeled_1916238	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1918943	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1918943	Labelling samples	labeled_1918943	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1920892	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1920892	Labelling samples	labeled_1920892	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1927185	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1927185	Labelling samples	labeled_1927185	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1927208	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1927208	Labelling samples	labeled_1927208	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1932120	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1932120	Labelling samples	labeled_1932120	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1943382	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1943382	Labelling samples	labeled_1943382	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1943712	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1943712	Labelling samples	labeled_1943712	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1958214	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1958214	Labelling samples	labeled_1958214	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1975030	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1975030	Labelling samples	labeled_1975030	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1994373	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1994373	Labelling samples	labeled_1994373	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
1998999	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_1998999	Labelling samples	labeled_1998999	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV001-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV001-AC	Labelling samples	labeled_INCOV001-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV001-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV001-BL	Labelling samples	labeled_INCOV001-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV002-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV002-AC	Labelling samples	labeled_INCOV002-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV002-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV002-BL	Labelling samples	labeled_INCOV002-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV003-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV003-AC	Labelling samples	labeled_INCOV003-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV003-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV003-BL	Labelling samples	labeled_INCOV003-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV004-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV004-AC	Labelling samples	labeled_INCOV004-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV004-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV004-BL	Labelling samples	labeled_INCOV004-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV005-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV005-AC	Labelling samples	labeled_INCOV005-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV005-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV005-BL	Labelling samples	labeled_INCOV005-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV006-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV006-AC	Labelling samples	labeled_INCOV006-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV006-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV006-BL	Labelling samples	labeled_INCOV006-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV007-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV007-AC	Labelling samples	labeled_INCOV007-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV007-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV007-BL	Labelling samples	labeled_INCOV007-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV008-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV008-BL	Labelling samples	labeled_INCOV008-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV009-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV009-AC	Labelling samples	labeled_INCOV009-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV009-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV009-BL	Labelling samples	labeled_INCOV009-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV010-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV010-AC	Labelling samples	labeled_INCOV010-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV010-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV010-BL	Labelling samples	labeled_INCOV010-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV011-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV011-AC	Labelling samples	labeled_INCOV011-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV011-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV011-BL	Labelling samples	labeled_INCOV011-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
