"","accession","charge","formula","inchi","inchikey","kegg.compound.id","molecular.mass","monoisotopic.mass","name","n.stars","smiles","chebi.id","query","HMDB","complete.match.noncasesensitive","complete.match.casesensitive","complete.match.firstentry","match.score","annotation.score"
"133",17261,0,"C12H21N3O8","InChI=1S/C12H21N3O8/c1-4(17)14-8-10(20)9(19)6(3-16)23-11(8)15-7(18)2-5(13)12(21)22/h5-6,8-11,16,19-20H,2-3,13H2,1H3,(H,14,17)(H,15,18)(H,21,22)/t5-,6+,8+,9+,10+,11+/m0/s1","YTTRPBWEMMPYSW-HRRFRDKFSA-N","C04540",335.31056,335.13286,"N(4)-(beta-N-acetyl-D-glucosaminyl)-L-asparagine;1-beta-Aspartyl-N-acetyl-D-glucosaminylamine;2-Acetamido-1-(beta-L-aspartamido)-1,2-dideoxy-beta-D-glucose;2-Acetamido-1-N-(4'-L-aspartyl)-2-deoxy-beta-D-glucopyranosylamine;2-acetamido-N-L-beta-aspartyl-2-deoxy-beta-D-glucopyranosylamine;2-acetamido-N(1)-L-beta-aspartyl-2-deoxy-beta-D-glucopyranosylamine;AADG;beta-N-acetylglucosaminyl-L-asparagine;N-Acetylglucosaminylasparagine;N4-(Acetyl-beta-D-glucosaminyl)asparagine;N4-(beta-N-Acetyl-D-glucosaminyl)-L-asparagine",3,"CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=O)C[C@H](N)C(O)=O",17261,"N-acetylglucosaminylasparagine","HMDB0000489;HMDB00489",TRUE,FALSE,FALSE,1,6
"134",13705,-1,"C4H5O3","InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)/p-1","WDJHALXBUFZDSR-UHFFFAOYSA-M","C00164",101.0807,101.02442,"acetoacetate;Acetoacetate ion(1-);Butanoic acid, 3-oxo-, ion(1-)",3,"CC(=O)CC([O-])=O",13705,"acetoacetate","HMDB00060;HMDB0000060",TRUE,TRUE,TRUE,4,6
"135",16919,0,"C4H9N3O2","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","CVSVTCORWBXHQV-UHFFFAOYSA-N","C00300",131.13328,131.06948,"creatine;((amino(imino)methyl)(methyl)amino)acetic acid;(alpha-methylguanido)acetic acid;(N-methylcarbamimidamido)acetic acid;alpha-Methylguanidino acetic acid;Creatin;Kreatin;Methylglycocyamine;N-(aminoiminomethyl)-N-methylglycine;N-[(E)-AMINO(IMINO)METHYL]-N-METHYLGLYCINE;N-amidinosarcosine;N-carbamimidoyl-N-methylglycine;N-Methyl-N-guanylglycine",3,"CN(CC(O)=O)C(N)=N",16919,"creatine","HMDB00064;HMDB0000064",TRUE,TRUE,TRUE,4,6
"136",17474,0,"C18H22O5S","InChI=1S/C18H22O5S/c1-18-9-8-14-13-5-3-12(23-24(20,21)22)10-11(13)2-4-15(14)16(18)6-7-17(18)19/h3,5,10,14-16H,2,4,6-9H2,1H3,(H,20,21,22)/t14-,15-,16+,18+/m1/s1","JKKFKPJIXZFSSB-CBZIJGRNSA-N","C02538",350.429,350.11879,"estrone 3-sulfate;3-hydroxyestra-1,3,5(10)-trien-17-one hydrogen sulphate;estrone hydrogen sulfate;estrone sulfate;estrone sulphate",3,"[H][C@]12CC[C@]3(C)C(=O)CC[C@@]3([H])[C@]1([H])CCc1cc(OS(O)(=O)=O)ccc21",17474,"estrone 3-sulfate","HMDB0001425;HMDB01425",TRUE,TRUE,TRUE,4,6
"137",88670,-1,"C20H35O2","InChI=1S/C20H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h16-19H,2-15H2,1H3,(H,21,22)/p-1/b17-16+,19-18+","LNAVIIOBBICBIS-NBRVCOCJSA-M",NA,307.491,307.26425,"Dihomo-linoleate (20:2n6);(2E,4E)-icosa-2,4-dienoic acid;Dihomo-linoleic acid (20:2N6)",2,"CCCCCCCCCCCCCCC/C(=C(/C(=C(/C(=O)[O-])\[H])/[H])\[H])/[H]",88670,"dihomo-linoleate (20:2n6)",NA,TRUE,FALSE,FALSE,4,0
"138",133032,0,"C11H16N4O5","InChI=1S/C11H16N4O5/c12-7(10(17)18)1-2-9(16)15-8(11(19)20)3-6-4-13-5-14-6/h4-5,7-8H,1-3,12H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)/t7-,8-/m0/s1","PXVCMZCJAUJLJP-YUMQZZPRSA-N",NA,284.269,284.11207,"gamma-Glu-His;gamma-glutamylhistidine;L-gamma-Glu-L-His",3,"N[C@H](C(O)=O)CCC(=O)N[C@@H](CC=1N=CNC1)C(O)=O",133032,"gamma-glutamylhistidine","HMDB0029151;HMDB29151",TRUE,TRUE,FALSE,2,3
"139",76724,-1,"C18H35O3","InChI=1S/C18H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(19)18(20)21/h17,19H,2-16H2,1H3,(H,20,21)/p-1","KIHBGTRZFAVZRV-UHFFFAOYSA-M",NA,299.4687,299.25917,"2-hydroxyoctadecanoate;2-hydroxystearate;2-OH-C18:0(1-);alpha-hydroxyoctadecanoate;alpha-hydroxystearate",3,"CCCCCCCCCCCCCCCCC(O)C([O-])=O",76724,"2-hydroxystearate",NA,TRUE,TRUE,FALSE,2,0
"140",15354,1,"C5H14NO","InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1","OEYIOHPDSNJKLS-UHFFFAOYSA-N","C00114",104.1708,104.10699,"choline;Bilineurine;CHOLINE ION;N,N,N-trimethylethanol-ammonium;N-trimethylethanolamine;trimethylethanolamine",3,"C[N+](C)(C)CCO",15354,"choline","HMDB00097;HMDB0000097",TRUE,TRUE,TRUE,4,6
"141",133038,-1,"C11H19N2O5","InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)/p-1/t7-,8-/m0/s1","MYFMARDICOWMQP-YUMQZZPRSA-M",NA,259.279,259.12995,"gamma-Glu-Leu(1-);gamma-glutamylleucine(1-);L-gamma-Glu-L-Leu(1-);L-gamma-glutamyl-L-leucine(1-)",3,"[NH3+][C@H](C([O-])=O)CCC(=O)N[C@@H](CC(C)C)C([O-])=O",133038,"gamma-glutamylleucine",NA,FALSE,FALSE,FALSE,0.5,0
"142",172453,0,"C10H13NO4","InChI=1S/C10H13NO4/c1-15-9-5-6(2-3-8(9)12)4-7(11)10(13)14/h2-3,5,7,12H,4,11H2,1H3,(H,13,14)","PFDUUKDQEHURQC-UHFFFAOYSA-N",NA,211.217,211.08446,"3-Methoxytyrosine",2,"O(C=1C=C(CC(N)C(O)=O)C=CC1O)C",172453,"3-methoxytyrosine",NA,TRUE,FALSE,FALSE,4,0
"143",5118,0,"C17H18F3NO",NA,NA,NA,309.3261,309.13405,"fluoxetine;(+-)-N-methyl-3-phenyl-3-((alpha,alpha,alpha-trifluoro-p-tolyl)oxy)propylamine;(+-)-N-methyl-gamma-(4-(trifluoromethyl)phenoxy)benzenepropanamine;fluoxetina;fluoxetinum;Prozac",3,NA,5118,"fluoxetine","HMDB14615",TRUE,TRUE,TRUE,4,3
"144",46195,0,"C8H9NO2","InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)","RZVAJINKPMORJF-UHFFFAOYSA-N","C06804",151.1626,151.06333,"paracetamol;4'-hydroxyacetanilide;4-(Acetylamino)phenol;4-acetamidophenol;Acenol;acetaminofen;Acetaminophen;acetaminophene;APAP;N-acetyl-p-aminophenol;p-acetamidophenol;p-acetaminophenol;p-Acetylaminophenol;p-hydroxyacetanilide;p-hydroxyphenolacetamide;Panadol;paracetamolum;Tylenol",3,"CC(=O)Nc1ccc(O)cc1",46195,"4-acetamidophenol","HMDB01859;HMDB0001859",TRUE,TRUE,FALSE,2,6
"145",7476,0,"C14H14O3","InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1","CMWTZPSULFXXJA-VIFPVBQESA-N",NA,230.2592,230.09429,"naproxen;(+)-(S)-6-Methoxy-alpha-methyl-2-naphthaleneacetic acid;(+)-(S)-Naproxen;(+)-2-(6-Methoxy-2-naphthyl)propionic acid;(+)-2-(Methoxy-2-naphthyl)-propionic acid;(+)-2-(Methoxy-2-naphthyl)-propionsaeure;(+)-Naproxen;(S)-(+)-2-(6-Methoxy-2-naphthyl)propionic acid;(S)-(+)-Naproxen;(S)-2-(6-Methoxy-2-naphthyl)propanoic acid;(S)-2-(6-Methoxy-2-naphthyl)propionic acid;(S)-6-Methoxy-alpha-methyl-2-naphthaleneacetic acid;(S)-Naproxen;naproxene;naproxeno;naproxenum",3,"COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O",7476,"naproxen","HMDB01923;HMDB0001923",TRUE,TRUE,TRUE,4,3
"146",82957,-1,"C5H9O3","InChI=1S/C5H10O3/c1-5(2,8)3-4(6)7/h8H,3H2,1-2H3,(H,6,7)/p-1","AXFYFNCPONWUHW-UHFFFAOYSA-M",NA,117.1237,117.05572,"3-hydroxyisovalerate;3-hydroxy-3-methylbutyrate;beta-hydroxyisovalerate",3,"CC(C)(O)CC([O-])=O",82957,"beta-hydroxyisovalerate",NA,TRUE,TRUE,FALSE,2,0
"147",5855,0,"C13H18O2","InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)","HEFNNWSXXWATRW-UHFFFAOYSA-N","C01588",206.28082,206.13068,"ibuprofen;(+-)-2-(p-isobutylphenyl)propionic acid;(+-)-alpha-methyl-4-(2-methylpropyl)benzeneacetic acid;(+-)-ibuprofen;(+-)-p-isobutylhydratropic acid;(4-isobutylphenyl)-alpha-methylacetic acid;(RS)-ibuprofen;2-(4-isobutylphenyl)propanoic acid;4-isobutylhydratropic acid;Adran;Advil;alpha-(4-isobutylphenyl)propionic acid;alpha-(p-isobutylphenyl)propionic acid;Amibufen;Anco;Anflagen;Apsifen;Bluton;Brufen;Brufort;Buburone;Butylenin;Dolgin;Dolgirid;Dolgit;Dolo-Dolgit;Ebufac;Epobron;Femadon;Haltran;Ibu-Attritin;Ibumetin;Ibuprocin;Ibutid;Inabrin;Inoven;Lamidon;Lebrufen;Liptan;Medipren;Motrin;Mynosedin;Nobfen;Nobgen;Nuprin;Nurofen;Pediaprofen;Roidenin;Rufen;Seclodin;Suspren;Tabalon;Trendar;Urem",3,"CC(C)Cc1ccc(cc1)C(C)C(O)=O",5855,"ibuprofen","HMDB01925;HMDB0001925",TRUE,TRUE,TRUE,4,6
"148",71464,0,"C18H37NO2","InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h20H,2-17H2,1H3,(H,19,21)","HXYVTAGFYLMHSO-UHFFFAOYSA-N","C16512",299.4919,299.28243,"palmitoyl ethanolamide;Anandamide (16:0);hexadecanoyl ethanolamide;Hydroxyethylpalmitamide;Monoethanolamine palmitic acid amide;N-(2-Hydroxyethyl)palmitamide;N-hexadecanoylethanolamine;N-palmitoylethanolamine;palmidrol;palmidrolum;Palmitamide MEA;Palmitic acid monoethanolamide;Palmitinsaeure-beta-hydroxyethylamid;Palmitoyl-EA;Palmitoylethanolamide;PEA",3,"CCCCCCCCCCCCCCCC(=O)NCCO",71464,"palmitoyl ethanolamide","HMDB02100;HMDB0002100",TRUE,TRUE,TRUE,4,6
"149",72959,0,"C34H67NO3","InChI=1S/C34H67NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27,29,32-33,36-37H,3-26,28,30-31H2,1-2H3,(H,35,38)/b29-27+/t32-,33+/m0/s1","YDNKGFDKKRUKPY-TURZORIXSA-N",NA,537.914,537.5121,"N-hexadecanoylsphingosine;(2S,3R,4E)-2-acylamino-1,3-octadec-4-enediol;(2S,3R,4E)-2-acylaminooctadec-4-ene-1,3-diol;C16 Cer;C16 Ceramide;C16-0(Palmitoyl)ceramide;Cer(d18:1/16:0);Ceramide (d18:1/16:0);N-(hexadecanoyl)-sphing-4-enine;N-(hexadecanoyl)ceramide;N-(hexadecanoyl)sphing-4-enine;N-(palmitoyl)ceramide;N-hexadecanoyl-D-erythro-sphingosine;N-hexadecanoylsphing-4-enine;N-palmitoyl-sphingosine;N-palmitoylsphing-4-enine;N-palmitoylsphingosine",3,"CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC",72959,"N-palmitoyl-sphingosine (d18:1/16:0)","HMDB0004949;HMDB04949",FALSE,FALSE,FALSE,0.5,3
"150",83358,0,"C41H83N2O6P","InChI=1S/C41H83N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h32,34,39-40,44H,6-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/b34-32+/t39-,40+/m0/s1","LKQLRGMMMAHREN-YJFXYUILSA-N",NA,731.0813,730.59888,"N-stearoylsphingosine-1-phosphocholine;(2S,3R,4E)-3-hydroxy-2-(stearoylamino)octadec-4-en-1-yl 2-(trimethylammonio)ethyl phosphate;2,3-(N-Steroylsphingosyl)-1-phosphocholine;2,3-Sppc;C18 Sphingomyelin;N-(octadecanoyl)-sphing-4-enine-1-phosphocholine;N-octadecanoylsphing-4-enine-1-phosphocholine;N-octadecanoylsphingosine-1-phosphocholine;N-stearoylsphing-4-enine-1-phosphocholine;SM(d18:1/18:0);sphingomyelin (d18:1/18:0);stearoyl sphingomyelin",3,"CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)\C=C\CCCCCCCCCCCCC",83358,"stearoyl sphingomyelin (d18:1/18:0)","HMDB0001348;HMDB01348",FALSE,FALSE,FALSE,0.5,3
"151",36252,-1,"C26H42NO5","InChI=1S/C26H43NO5/c1-15(4-7-22(30)27-14-23(31)32)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(28)12-16(25)13-21(24)29/h15-21,24,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/p-1/t15-,16+,17-,18-,19+,20+,21-,24+,25+,26-/m1/s1","GHCZAUBVMUEKKP-GYPHWSFCSA-M",NA,448.61542,448.30685,"glycochenodeoxycholate",3,"[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(=O)NCC([O-])=O",36252,"glycochenodeoxycholate",NA,TRUE,TRUE,TRUE,4,0
"152",9407,-1,"C26H44NO6S","InChI=1S/C26H45NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/p-1/t16-,17+,18-,19-,20+,21+,22-,24+,25+,26-/m1/s1","BHTRKEVKTKCXOH-BJLOMENOSA-M","C05465",498.6967,498.28948,"taurochenodeoxycholate;taurochenodeoxycholate anion;taurochenodeoxycholate(1-)",3,"[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(=O)NCCS([O-])(=O)=O",9407,"taurochenodeoxycholate","HMDB00949;HMDB0000951;HMDB00951;HMDB0000949",TRUE,TRUE,TRUE,4,6
"153",36257,-1,"C26H44NO7S","InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/p-1/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1","WBWWGRHZICKQGZ-HZAMXZRMSA-M",NA,514.6961,514.2844,"taurocholate",3,"[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(=O)NCCS([O-])(=O)=O",36257,"taurocholate",NA,TRUE,TRUE,TRUE,4,0
"154",36261,-1,"C26H44NO6S","InChI=1S/C26H45NO6S/c1-16(4-9-24(30)27-12-13-34(31,32)33)20-7-8-21-19-6-5-17-14-18(28)10-11-25(17,2)22(19)15-23(29)26(20,21)3/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/p-1/t16-,17-,18-,19+,20-,21+,22+,23+,25+,26-/m1/s1","AWDRATDZQPNJFN-VAYUFCLWSA-M","C05463",498.6967,498.28948,"taurodeoxycholate",3,"[H][C@]12CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(=O)NCCS([O-])(=O)=O)[C@@]4(C)[C@@H](O)C[C@]3([H])[C@@]1(C)CC[C@@H](O)C2",36261,"taurodeoxycholate","HMDB0000896;HMDB00896",TRUE,TRUE,TRUE,4,6
"155",132923,-1,"C9H8NO4","InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)/p-1","ONJSZLXSECQROL-UHFFFAOYSA-M",NA,194.164,194.04588,"salicylurate;2-hydroxyhippurate;o-hydroxyhippurate;ortho-hydroxyhippurate;salicyloylglycinate;salicylylglycinate",3,"C=1(C=CC=CC1C(NCC(=O)[O-])=O)O",132923,"2-hydroxyhippurate (salicylurate)",NA,FALSE,FALSE,FALSE,0.5,0
"156",6904,0,"C15H25NO3","InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3","IUBSYMUCCVWXPE-UHFFFAOYSA-N","C07202",267.36394,267.18344,"metoprolol;(RS)-Metoprolol;1-(isopropylamino)-3-[4-(2-methoxyethyl)phenoxy]propan-2-ol",3,"COCCc1ccc(OCC(O)CNC(C)C)cc1",6904,"metoprolol","HMDB0001932;HMDB01932",TRUE,TRUE,TRUE,4,6
"157",32635,0,"C8H9NO5S","InChI=1S/C8H9NO5S/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)","IGTYILLPRJOVFY-UHFFFAOYSA-N",NA,231.2268,231.02014,"paracetamol sulfate;4-acetaminophen sulfate;acetaminophen sulfate;acetaminophen sulfate ester;N-(4-(sulfooxy)phenyl)acetamide;N-acetyl-4-aminophenol sulfate",3,"CC(=O)Nc1ccc(OS(O)(=O)=O)cc1",32635,"4-acetaminophen sulfate","HMDB59911;HMDB0059911",TRUE,TRUE,FALSE,2,3
"158",132961,NA,NA,NA,NA,NA,NA,NA,"methylsuccinate;2-methylbutanedioic acid anion;2-methylbutanedioic acid anions;methylsuccinate anion;methylsuccinates;methylsuccinic acid anion;methylsuccinic acid anions",3,NA,132961,"methylsuccinate",NA,TRUE,TRUE,TRUE,4,0
"159",132938,NA,NA,NA,NA,NA,NA,NA,"ethylmalonate;ethylmalonate anion;ethylmalonic acid anion",3,NA,132938,"ethylmalonate",NA,TRUE,TRUE,TRUE,4,0
"160",17126,0,"C7H15NO3","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3","PHIQHXFUZVPYII-UHFFFAOYSA-N","C00487",161.19894,161.10519,"carnitine;D,L-carnitine",3,"C[N+](C)(C)CC(O)CC([O-])=O",17126,"carnitine",NA,TRUE,TRUE,TRUE,4,3
"161",16150,-1,"C7H5O2","InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)/p-1","WPYMKLBDIGXBTP-UHFFFAOYSA-M","C00180",121.1134,121.0295,"benzoate;Benzenecarboxylate;Benzeneformate;Benzenemethanoate;benzoate anion;benzoic acid, ion(1-);Phenylcarboxylate;Phenylformate",3,"[O-]C(=O)c1ccccc1",16150,"benzoate","HMDB01870",TRUE,TRUE,TRUE,4,6
"162",51057,-1,"C9H9O2","InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)/p-1","XMIIGOLPHOKFCH-UHFFFAOYSA-M",NA,149.16656,149.0608,"3-phenylpropionate;3-phenyl propionate;3-phenylpropanoate",3,"[O-]C(=O)CCc1ccccc1",51057,"3-phenylpropionate (hydrocinnamate)","HMDB00764",FALSE,FALSE,FALSE,0.5,3
"163",18401,-1,"C8H7O2","InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)/p-1","WLJVXDMOQOGPHL-UHFFFAOYSA-M",NA,135.13998,135.04515,"phenylacetate;2-phenylacetate;2-phenylethanoate;phenylacetate anion;phenylacetate(1-);phenylacetic acid anion",3,"[O-]C(=O)Cc1ccccc1",18401,"phenylacetate","HMDB32502;HMDB0032502",TRUE,TRUE,TRUE,4,3
"164",132966,NA,NA,NA,NA,NA,NA,NA,"hippurate;hippurates;N-benzoylglycinate;N-benzoylglycinates;N-benzoylglycine anion;N-benzoylglycine anions",3,NA,132966,"hippurate",NA,TRUE,TRUE,TRUE,4,0
"165",71201,-1,"C10H6NO4","InChI=1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15)/p-1","FBZONXHGGPHHIY-UHFFFAOYSA-M","C02470",204.1589,204.03023,"xanthurenate",3,"Oc1cccc2c(O)cc(nc12)C([O-])=O",71201,"xanthurenate","HMDB0000881;HMDB00881",TRUE,TRUE,TRUE,4,6
"166",28654,-1,"C6H9O3","InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1","JVQYSWDUAOAHFM-UHFFFAOYSA-M","C03465",129.1339,129.05572,"3-methyl-2-oxovalerate;2-keto-3-methylvalerate;2-Oxo-3-methylpentanoate;2-Oxo-3-methylvalerate;3-Methyl-2-oxopentanoate;alpha-keto-beta-methylvalerate;alpha-oxo-beta-methylvalerate",3,"CCC(C)C(=O)C([O-])=O",28654,"3-methyl-2-oxovalerate","HMDB00491;HMDB0000491",TRUE,TRUE,TRUE,4,6
"167",49033,0,"C5H11NO3S","InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)","QEFRNWWLZKMPFJ-UHFFFAOYSA-N",NA,165.21178,165.04596,"methionine S-oxide;methionine sulfoxide",3,"CS(=O)CCC(N)C(O)=O",49033,"methionine sulfoxide","HMDB02005",TRUE,TRUE,FALSE,2,3
"168",70959,0,"C7H11N3O2","InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)","JDHILDINMRGULE-UHFFFAOYSA-N",NA,169.1811,169.08513,"3-methylhistidine;3-methyl-DL-histidine",3,"Cn1cncc1CC(N)C(O)=O",70959,"3-methylhistidine",NA,TRUE,TRUE,TRUE,4,0
"169",60175,0,"C6H14N2O3","InChI=1S/C6H14N2O3/c7-3-4(9)1-2-5(8)6(10)11/h4-5,9H,1-3,7-8H2,(H,10,11)","YSMODUONRAFBET-UHFFFAOYSA-N",NA,162.187,162.10044,"5-hydroxylysine;2,6-diamino-5-hydroxyhexanoic acid;5-hydroxy-2,6-diaminohexanoic acid;hydroxylysine;Hyl",3,"NCC(O)CCC(N)C(O)=O",60175,"5-hydroxylysine",NA,TRUE,TRUE,TRUE,4,0
"170",86392,-1,"C5H10N3O2","InChI=1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)/p-1","TUHVEAJXIMEOSA-UHFFFAOYSA-M",NA,144.1523,144.07785,"4-guanidinobutanoate",3,"NC(=N)NCCCC([O-])=O",86392,"4-guanidinobutanoate",NA,TRUE,TRUE,TRUE,4,0
"171",24297,0,"C6H9O7",NA,NA,NA,193.132,193.03483,"glucuronate;gluconuronate",3,NA,24297,"glucuronate",NA,TRUE,TRUE,TRUE,4,0
"172",24773,-1,"C6H7N2O3","InChI=1S/C6H8N2O3/c9-5(6(10)11)1-4-2-7-3-8-4/h2-3,5,9H,1H2,(H,7,8)(H,10,11)/p-1","ACZFBYCNAVEFLC-UHFFFAOYSA-M","C05568",155.13146,155.04622,"3-(imidazol-5-yl)lactate;Imidazole lactate",3,"OC(Cc1cnc[nH]1)C([O-])=O",24773,"imidazole lactate",NA,TRUE,FALSE,FALSE,2,3
"173",28683,0,"C10H12N2O3","InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)","YGPSJZOEDVAXAB-UHFFFAOYSA-N","C01718",208.21396,208.08479,"kynurenine",3,"NC(CC(=O)c1ccccc1N)C(O)=O",28683,"kynurenine",NA,TRUE,TRUE,TRUE,4,3
"174",135063,0,"C8H20NO6P","InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3","SUHOQUVVVLNYQR-UHFFFAOYSA-N",NA,257.222,257.10282,"glycerylphosphorylcholine;glycerol phosphorylcholine;glycerophosphocholine;glycerophosphoric acid choline ester;glycerophosphorylcholine;glycerylphosphocholine",2,"P(OCC(CO)O)(OCC[N+](C)(C)C)(=O)[O-]",135063,"glycerophosphorylcholine (GPC)",NA,FALSE,FALSE,FALSE,0.5,0
"175",61993,0,"C18H32O16","InChI=1S/C18H32O16/c19-1-5(23)9(25)15(6(24)2-20)33-18-14(30)12(28)16(8(4-22)32-18)34-17-13(29)11(27)10(26)7(3-21)31-17/h1,5-18,20-30H,2-4H2/t5-,6+,7+,8+,9+,10+,11-,12+,13+,14+,15+,16+,17+,18+/m0/s1","RXVWSYJTUUKTEA-CGQAXDJHSA-N","C01835",504.4371,504.16903,"maltotriose;alpha-D-Glcp-(1->4)-alpha-D-Glcp-(1->4)-D-Glc;Amylotriose;D-maltotriose",3,"OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O",61993,"maltotriose","HMDB01262;HMDB0001262",TRUE,TRUE,TRUE,4,6
"176",18107,0,"C10H12N4O6","InChI=1S/C10H12N4O6/c15-1-3-5(16)6(17)9(20-3)14-2-11-4-7(14)12-10(19)13-8(4)18/h2-3,5-6,9,15-17H,1H2,(H2,12,13,18,19)/t3-,5-,6-,9-/m1/s1","UBORTCNDUKBEOP-UUOKFMHZSA-N","C01762",284.22564,284.07568,"xanthosine;9-beta-D-ribofuranosyl-3,9-dihydro-1H-purine-2,6-dione;9-beta-D-Ribofuranosylxanthine;xanthine 9-beta-D-ribofuranoside;Xanthine riboside",3,"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c1[nH]c(=O)[nH]c2=O",18107,"xanthosine","HMDB0000299;HMDB00299",TRUE,TRUE,TRUE,4,6
